question,answer,source_link,main_block_badge
Các Trang web cung cấp Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm?,"Hiện nay Cục An toàn thực phẩm duy trì 3 website cung cấp Hệ thống dịch vụ công ATTP quốc gia gồm: 1. Trang web: nghidinh15.vfa.gov.vn đối với hồ sơ xin thẩm định cấp phép lưu hành, nhập khẩu, xác nhận công bố trong lĩnh vực an toàn thực phẩm; thẩm định điều kiện hành nghề, kinh doanh thuộc lĩnh vực an toàn thực phẩm 2. Trang web: xacnhanquangcao.vfa.gov.vn đối với hồ sơ xin thẩm định nội dung kịch bản phim, chương trình trên băng, đĩa, phần mềm, trên các vật liệu khác và tài liệu trong quảng cáo thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thuộc lĩnh vực y tế 3. Trang web: congbosanpham.vfa.gov.vn đối với hồ sơ xin thẩm định cấp phép lưu hành, nhập khẩu, xác nhận công bố đối với thuốc lá 4. Các hồ sơ khác không nằm trong danh mục thuộc Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm phải nộp hồ sơ giấy tại Cục.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 4 :,Khi Doanh nghiệp nộp phí bằng hình thức chuyển khoản ngân hàng phải scan lại giấy nộp tiền và đăng lên phần xác nhận nộp phí của Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm. Sau 3 ngày làm việc kế toán sẽ kiểm tra sổ phụ và các thông tin của Doanh nghiệp nộp phí và sẽ xác nhận phí.,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
"Thời gian kiểm tra, xác nhận phí của Doanh nghiệp nộp bằng hình thức chuyển khoản ngân hàng?",Khi Doanh nghiệp nộp phí bằng hình thức chuyển khoản ngân hàng phải scan lại giấy nộp tiền và đăng lên phần xác nhận nộp phí của Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm. Sau 3 ngày làm việc kế toán sẽ kiểm tra sổ phụ và các thông tin của Doanh nghiệp nộp phí và sẽ xác nhận phí.,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 5 :,Khi doanh nghiệp nộp phí bằng hình thức Keypay phải thực hiện các thao tác thanh toán qua Thẻ ngân hàng theo quy định của Trung tâm phát triển thương mại điện tử - Bộ Công Thương trên Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm. Hệ thống thanh toán thương mại điện tử quốc gia KeyPay sẽ thu phí và chuyển kết quả giao dịch tự động sang Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm.,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
"Thời gian kiểm tra, xác nhận phí của Doanh nghiệp nộp bằng hình thức Keypay (Thanh toán điện tử qua...",Khi doanh nghiệp nộp phí bằng hình thức Keypay phải thực hiện các thao tác thanh toán qua Thẻ ngân hàng theo quy định của Trung tâm phát triển thương mại điện tử - Bộ Công Thương trên Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm. Hệ thống thanh toán thương mại điện tử quốc gia KeyPay sẽ thu phí và chuyển kết quả giao dịch tự động sang Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm.,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 6 :,"Doanh nghiệp thông báo lên hệ thống Keypay yêu cầu kiểm tra: - Nếu giao dịch thành công, dịch vụ chưa thực hiện: Doanh nghiệp liên hệ với bộ phận công nghệ thông tin hỗ trợ hoặc kế toán để kiểm tra. - Nếu Giao dịch không thành công: Doanh nghiệp liên hệ Ngân hàng để thông báo hoàn trả lại tiền đã bị trừ.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Khi doanh nghiệp nộp phí bằng hình thức Keypay nhưng chưa được xác nhận mà ngân hàng vẫn trừ phí?,"Doanh nghiệp thông báo lên hệ thống Keypay yêu cầu kiểm tra: - Nếu giao dịch thành công, dịch vụ chưa thực hiện: Doanh nghiệp liên hệ với bộ phận công nghệ thông tin hỗ trợ hoặc kế toán để kiểm tra. - Nếu Giao dịch không thành công: Doanh nghiệp liên hệ Ngân hàng để thông báo hoàn trả lại tiền đã bị trừ.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 7 :,1. Khi doanh nghiệp nộp phí bằng hình thức Keypay hoặc chuyển khoản qua Ngân hàng trên Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm bị trùng 02 lần. 2. Khi doanh nghiệp nộp phí không đúng nội dung quy định (Các sản phẩm không phải làm hồ sơ tại Cục nhưng Công ty không biết vẫn nộp phí).,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Những trường hợp nào được hoàn trả lại phí đã nộp?,1. Khi doanh nghiệp nộp phí bằng hình thức Keypay hoặc chuyển khoản qua Ngân hàng trên Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm bị trùng 02 lần. 2. Khi doanh nghiệp nộp phí không đúng nội dung quy định (Các sản phẩm không phải làm hồ sơ tại Cục nhưng Công ty không biết vẫn nộp phí).,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 8 :,"Mọi nhầm lẫn, sai sót của các cá nhân và công ty khi làm thủ tục nộp phí sẽ được Cục An toàn thực phẩm (Phòng Kế hoạch Tài chính) giải quyết trong tháng khi có đầy đủ hồ sơ, chậm nhất là trước ngày mùng 5 của tháng sau.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Thời gian giải quyết hồ sơ hoàn trả phí?,"Mọi nhầm lẫn, sai sót của các cá nhân và công ty khi làm thủ tục nộp phí sẽ được Cục An toàn thực phẩm (Phòng Kế hoạch Tài chính) giải quyết trong tháng khi có đầy đủ hồ sơ, chậm nhất là trước ngày mùng 5 của tháng sau.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 9 :,"Hồ sơ yêu cầu hoàn trả phí gồm: 1.Công văn trình bày rõ lý do hoàn phí. 2.Giấy nộp tiền ngân hàng bản gốc (đối với thanh toán bằng hình thức chuyển khoản ngân hàng), giao dịch thanh toán thành công (đối với thanh toán bằng hình thức Keypay) (Liên hệ Keypay qua sđt: 024.66728822/ 0983530867).",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
"Thủ tục hoàn trả phí khi nộp trùng, nộp nhầm và nộp không đúng nội dung?","Hồ sơ yêu cầu hoàn trả phí gồm: 1.Công văn trình bày rõ lý do hoàn phí. 2.Giấy nộp tiền ngân hàng bản gốc (đối với thanh toán bằng hình thức chuyển khoản ngân hàng), giao dịch thanh toán thành công (đối với thanh toán bằng hình thức Keypay) (Liên hệ Keypay qua sđt: 024.66728822/ 0983530867).",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 10 :,"Hồ sơ yêu cầu lấy biên lai thu phí gồm: 1. Đối với hình thức nộp phí qua key pay: Sau 10 ngày làm việc, công ty nộp Thông báo thu phí, điền đầy đủ thông tin theo mẫu (tải mẫu trên trang web: nghidinh15.vfa.gov.vn ) và đóng dấu của công ty trên Thông báo thu phí. 2. Đối với hình thức nộp phí qua chuyển khoản ngân hàng: Sau 3 ngày làm việc, công ty nộp Thông báo thu phí điền đầy đủ thông tin theo mẫu (tải mẫu trên trang web: nghidinh15.vfa.gov.vn ) và giấy nộp tiền bản gốc của Ngân hàng (đối với hồ sơ là giấy chứng nhận HC hoặc CFS thì phải có kết quả phô tô ). Công ty phải hoàn toàn chịu trách nhiệm đối với các thông tin kê khai trong thông báo thu phí.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Thủ tục lấy biên lai của các hồ sơ nộp phí hợp lệ?,"Hồ sơ yêu cầu lấy biên lai thu phí gồm: 1. Đối với hình thức nộp phí qua key pay: Sau 10 ngày làm việc, công ty nộp Thông báo thu phí, điền đầy đủ thông tin theo mẫu (tải mẫu trên trang web: nghidinh15.vfa.gov.vn ) và đóng dấu của công ty trên Thông báo thu phí. 2. Đối với hình thức nộp phí qua chuyển khoản ngân hàng: Sau 3 ngày làm việc, công ty nộp Thông báo thu phí điền đầy đủ thông tin theo mẫu (tải mẫu trên trang web: nghidinh15.vfa.gov.vn ) và giấy nộp tiền bản gốc của Ngân hàng (đối với hồ sơ là giấy chứng nhận HC hoặc CFS thì phải có kết quả phô tô ). Công ty phải hoàn toàn chịu trách nhiệm đối với các thông tin kê khai trong thông báo thu phí.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 1 :,"Thông tư số 04/2019/TT-BYT ngày 28 tháng 03 năm 2019 của Bộ Y tế Quy định việc phân cấp thẩm quyền cấp, điều chỉnh, thu hồi giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính và đình chỉ hoạt động xét nghiệm khẳng định các trường hợp HIV dương tính. Các đơn vị sau có thể đề nghị cấp Giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính được quy định tại: -         Khoản 1, 2, 3 Điều 1 Thông tư số 04/2019/TT-BYT, bao gồm: 1) Các cơ sở y tế trực thuộc Bộ Y tế; 2) Các cơ sở y tế trực thuộc các Bộ, Ngành; 3) Các trường hợp khác không thuộc trường hợp quy định tại Khoản 1, Khoản 2 Điều này và Khoản 1, Khoản 2 Điều 2 Thông tư này. -         Khoản 1, 2 Điều 2 Thông tư số 04/2019/TT-BYT, bao gồm: 1) Các cơ sở y tế trực thuộc Sở Y tế; 2) Các cơ sở y tế tư nhân trên địa bàn quản lý của Sở Y tế.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=4,5 câu hỏi
Những đơn vị nào có thể đề nghị cấp Giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợ...,"Thông tư số 04/2019/TT-BYT ngày 28 tháng 03 năm 2019 của Bộ Y tế Quy định việc phân cấp thẩm quyền cấp, điều chỉnh, thu hồi giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính và đình chỉ hoạt động xét nghiệm khẳng định các trường hợp HIV dương tính. Các đơn vị sau có thể đề nghị cấp Giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính được quy định tại: -         Khoản 1, 2, 3 Điều 1 Thông tư số 04/2019/TT-BYT, bao gồm: 1) Các cơ sở y tế trực thuộc Bộ Y tế; 2) Các cơ sở y tế trực thuộc các Bộ, Ngành; 3) Các trường hợp khác không thuộc trường hợp quy định tại Khoản 1, Khoản 2 Điều này và Khoản 1, Khoản 2 Điều 2 Thông tư này. -         Khoản 1, 2 Điều 2 Thông tư số 04/2019/TT-BYT, bao gồm: 1) Các cơ sở y tế trực thuộc Sở Y tế; 2) Các cơ sở y tế tư nhân trên địa bàn quản lý của Sở Y tế.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=4,5 câu hỏi
Câu hỏi Câu hỏi 2 :,"Theo quy định tại Điều 9, 10, 11 Nghị định số 75/2016/NĐ-CP ngày 01 tháng 7 năm 2016 của Chính phủ Quy định điều kiện thực hiện xét nghiệm HIV; Khoản 2, Điều 2 Thông tư Thông tư số 04/2019/TT-BYT Quy định việc phân cấp thẩm quyền cấp, điều chỉnh, thu hồi giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính và đình chỉ hoạt động xét nghiệm khẳng định các trường hợp HIV dương tính, cơ sở y tế tư nhân thuộc địa bàn quản lý của Sở Y tế tỉnh nào thì nộp hồ sơ tại Sở Y tế tỉnh đó.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=4,5 câu hỏi
"Cơ sở y tế tư nhân đề nghị cấp mới, cấp lại, điều chỉnh Giấy chứng nhận đủ điều kiện xét nghiệm khẳn...","Theo quy định tại Điều 9, 10, 11 Nghị định số 75/2016/NĐ-CP ngày 01 tháng 7 năm 2016 của Chính phủ Quy định điều kiện thực hiện xét nghiệm HIV; Khoản 2, Điều 2 Thông tư Thông tư số 04/2019/TT-BYT Quy định việc phân cấp thẩm quyền cấp, điều chỉnh, thu hồi giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính và đình chỉ hoạt động xét nghiệm khẳng định các trường hợp HIV dương tính, cơ sở y tế tư nhân thuộc địa bàn quản lý của Sở Y tế tỉnh nào thì nộp hồ sơ tại Sở Y tế tỉnh đó.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=4,5 câu hỏi
Câu hỏi Câu hỏi 3 :,"Theo quy định tại khoản 4 Điều 17 Nghị định số 155/ cơ sở y tế muốn được đánh giá năng lực thực hiện xét nghiệm thì cần liên hệ với cơ sở xét nghiệm HIV được Bộ Y tế công nhận. Hiện nay cơ sở y tế được Bộ Y tế công nhận là Phòng xét nghiệm tham chiếu quốc gia về xét nghiệm HIV tại Khoa HIV/AIDS, Viện Vệ sinh dịch tễ Trung ương và Khoa Xét nghiệm Sinh học lâm sàng, Viện Pasteur Thành phố Hồ Chí Minh.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=4,5 câu hỏi
Cơ sở y tế muốn được đánh giá năng lực thực hiện xét nghiệm thì liên hệ với đơn vị nào?,"Theo quy định tại khoản 4 Điều 17 Nghị định số 155/ cơ sở y tế muốn được đánh giá năng lực thực hiện xét nghiệm thì cần liên hệ với cơ sở xét nghiệm HIV được Bộ Y tế công nhận. Hiện nay cơ sở y tế được Bộ Y tế công nhận là Phòng xét nghiệm tham chiếu quốc gia về xét nghiệm HIV tại Khoa HIV/AIDS, Viện Vệ sinh dịch tễ Trung ương và Khoa Xét nghiệm Sinh học lâm sàng, Viện Pasteur Thành phố Hồ Chí Minh.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=4,5 câu hỏi
